driver_race	location_variable	num_stops	num_searches	num_hits	state	city	county
Black	614	69	9	5	CA	San_Diego	San_Diego
Black	618	12	4	2	CA	San_Diego	San_Diego
Black	621	135	24	8	CA	San_Diego	San_Diego
Black	622	41	6	0	CA	San_Diego	San_Diego
Black	623	88	22	7	CA	San_Diego	San_Diego
Black	624	38	6	0	CA	San_Diego	San_Diego
Black	625	55	21	11	CA	San_Diego	San_Diego
Black	626	11	1	0	CA	San_Diego	San_Diego
Black	627	153	17	2	CA	San_Diego	San_Diego
Black	628	8	3	2	CA	San_Diego	San_Diego
Black	711	2	0	0	CA	San_Diego	San_Diego
Black	712	121	7	1	CA	San_Diego	San_Diego
Black	713	25	0	0	CA	San_Diego	San_Diego
Black	714	12	0	0	CA	San_Diego	San_Diego
Black	721	47	5	3	CA	San_Diego	San_Diego
Black	722	44	5	2	CA	San_Diego	San_Diego
Black	723	83	7	1	CA	San_Diego	San_Diego
Black	724	48	7	2	CA	San_Diego	San_Diego
Black	725	25	1	0	CA	San_Diego	San_Diego
Black	811	48	6	3	CA	San_Diego	San_Diego
Black	812	1	0	0	CA	San_Diego	San_Diego
Black	813	227	29	5	CA	San_Diego	San_Diego
Black	814	15	0	0	CA	San_Diego	San_Diego
Black	821	183	24	16	CA	San_Diego	San_Diego
Black	822	126	19	3	CA	San_Diego	San_Diego
Black	823	42	7	6	CA	San_Diego	San_Diego
Black	824	132	22	11	CA	San_Diego	San_Diego
Black	825	45	4	0	CA	San_Diego	San_Diego
Black	827	53	13	3	CA	San_Diego	San_Diego
Black	828	19	2	0	CA	San_Diego	San_Diego
Black	829	2	0	0	CA	San_Diego	San_Diego
Black	831	216	46	16	CA	San_Diego	San_Diego
Black	832	155	39	13	CA	San_Diego	San_Diego
Black	833	80	25	8	CA	San_Diego	San_Diego
Black	834	83	13	4	CA	San_Diego	San_Diego
Black	835	38	14	2	CA	San_Diego	San_Diego
Black	836	31	10	4	CA	San_Diego	San_Diego
Black	837	14	1	0	CA	San_Diego	San_Diego
Black	838	110	12	3	CA	San_Diego	San_Diego
Black	839	21	3	1	CA	San_Diego	San_Diego
Black	841	17	2	2	CA	San_Diego	San_Diego
Black	931	83	7	2	CA	San_Diego	San_Diego
Black	932	6	1	0	CA	San_Diego	San_Diego
Black	933	36	3	2	CA	San_Diego	San_Diego
Black	934	83	3	0	CA	San_Diego	San_Diego
Black	935	4	0	0	CA	San_Diego	San_Diego
Black	936	1	0	0	CA	San_Diego	San_Diego
Black	937	10	0	0	CA	San_Diego	San_Diego
Black	999	409	36	15	CA	San_Diego	San_Diego
Hispanic	111	339	25	7	CA	San_Diego	San_Diego
Hispanic	112	102	5	0	CA	San_Diego	San_Diego
Hispanic	113	79	4	1	CA	San_Diego	San_Diego
Hispanic	114	308	21	7	CA	San_Diego	San_Diego
Hispanic	115	203	7	0	CA	San_Diego	San_Diego
Hispanic	116	296	19	7	CA	San_Diego	San_Diego
Hispanic	121	321	9	1	CA	San_Diego	San_Diego
Hispanic	122	794	42	5	CA	San_Diego	San_Diego
Hispanic	123	160	16	5	CA	San_Diego	San_Diego
Hispanic	124	153	4	1	CA	San_Diego	San_Diego
Hispanic	125	6	0	0	CA	San_Diego	San_Diego
Hispanic	126	13	0	0	CA	San_Diego	San_Diego
Hispanic	231	87	0	0	CA	San_Diego	San_Diego
Hispanic	232	46	1	1	CA	San_Diego	San_Diego
Hispanic	233	56	5	0	CA	San_Diego	San_Diego
Hispanic	234	122	1	0	CA	San_Diego	San_Diego
Hispanic	235	7	0	0	CA	San_Diego	San_Diego
Hispanic	241	29	2	0	CA	San_Diego	San_Diego
Hispanic	242	295	9	1	CA	San_Diego	San_Diego
Hispanic	243	82	6	0	CA	San_Diego	San_Diego
Hispanic	245	1	0	0	CA	San_Diego	San_Diego
Hispanic	246	7	1	0	CA	San_Diego	San_Diego
Hispanic	311	202	10	3	CA	San_Diego	San_Diego
Hispanic	312	54	1	0	CA	San_Diego	San_Diego
Hispanic	313	714	18	4	CA	San_Diego	San_Diego
Hispanic	314	35	4	1	CA	San_Diego	San_Diego
Hispanic	315	356	25	12	CA	San_Diego	San_Diego
Hispanic	316	35	0	0	CA	San_Diego	San_Diego
Hispanic	321	156	13	3	CA	San_Diego	San_Diego
Hispanic	322	66	5	1	CA	San_Diego	San_Diego
Hispanic	323	22	2	1	CA	San_Diego	San_Diego
Hispanic	324	55	1	0	CA	San_Diego	San_Diego
Hispanic	325	34	0	0	CA	San_Diego	San_Diego
Hispanic	326	92	2	0	CA	San_Diego	San_Diego
Hispanic	327	80	4	2	CA	San_Diego	San_Diego
Hispanic	431	187	10	5	CA	San_Diego	San_Diego
Hispanic	432	183	25	12	CA	San_Diego	San_Diego
Hispanic	433	133	22	9	CA	San_Diego	San_Diego
Hispanic	434	114	20	4	CA	San_Diego	San_Diego
Hispanic	435	4	0	0	CA	San_Diego	San_Diego
Hispanic	436	115	13	6	CA	San_Diego	San_Diego
Hispanic	437	180	14	10	CA	San_Diego	San_Diego
Hispanic	438	94	14	5	CA	San_Diego	San_Diego
Hispanic	439	19	2	0	CA	San_Diego	San_Diego
Hispanic	441	682	92	35	CA	San_Diego	San_Diego
Hispanic	442	392	66	15	CA	San_Diego	San_Diego
Hispanic	443	134	40	6	CA	San_Diego	San_Diego
Hispanic	444	147	22	1	CA	San_Diego	San_Diego
Hispanic	445	125	22	3	CA	San_Diego	San_Diego
Hispanic	446	364	59	16	CA	San_Diego	San_Diego
Hispanic	447	129	22	9	CA	San_Diego	San_Diego
Hispanic	451	119	14	0	CA	San_Diego	San_Diego
Hispanic	452	62	9	4	CA	San_Diego	San_Diego
Hispanic	511	750	120	17	CA	San_Diego	San_Diego
Hispanic	512	887	154	36	CA	San_Diego	San_Diego
Hispanic	514	239	37	9	CA	San_Diego	San_Diego
Hispanic	515	170	24	11	CA	San_Diego	San_Diego
Hispanic	516	147	33	11	CA	San_Diego	San_Diego
Hispanic	517	122	15	7	CA	San_Diego	San_Diego
Hispanic	518	39	6	1	CA	San_Diego	San_Diego
Hispanic	521	868	117	36	CA	San_Diego	San_Diego
Hispanic	522	68	7	3	CA	San_Diego	San_Diego
Hispanic	523	334	17	3	CA	San_Diego	San_Diego
Hispanic	524	477	16	5	CA	San_Diego	San_Diego
Hispanic	525	63	1	0	CA	San_Diego	San_Diego
Hispanic	526	115	5	1	CA	San_Diego	San_Diego
Hispanic	527	20	2	1	CA	San_Diego	San_Diego
Hispanic	528	27	2	2	CA	San_Diego	San_Diego
Hispanic	529	136	1	0	CA	San_Diego	San_Diego
Hispanic	531	57	5	4	CA	San_Diego	San_Diego
Hispanic	541	23	4	3	CA	San_Diego	San_Diego
Hispanic	611	422	66	29	CA	San_Diego	San_Diego
Hispanic	612	18	1	0	CA	San_Diego	San_Diego
Hispanic	613	97	8	2	CA	San_Diego	San_Diego
Hispanic	614	167	21	9	CA	San_Diego	San_Diego
Hispanic	615	33	1	0	CA	San_Diego	San_Diego
Hispanic	617	5	1	0	CA	San_Diego	San_Diego
Hispanic	618	13	4	1	CA	San_Diego	San_Diego
Hispanic	621	402	35	16	CA	San_Diego	San_Diego
Hispanic	622	65	5	2	CA	San_Diego	San_Diego
Hispanic	623	114	16	5	CA	San_Diego	San_Diego
Hispanic	624	66	11	3	CA	San_Diego	San_Diego
Hispanic	625	70	14	2	CA	San_Diego	San_Diego
Hispanic	626	31	1	0	CA	San_Diego	San_Diego
Hispanic	627	300	26	6	CA	San_Diego	San_Diego
Hispanic	628	19	3	0	CA	San_Diego	San_Diego
Hispanic	711	31	5	0	CA	San_Diego	San_Diego
Hispanic	712	2171	91	29	CA	San_Diego	San_Diego
Hispanic	713	445	12	0	CA	San_Diego	San_Diego
Hispanic	714	210	4	1	CA	San_Diego	San_Diego
Hispanic	721	364	27	6	CA	San_Diego	San_Diego
Hispanic	722	343	29	11	CA	San_Diego	San_Diego
Hispanic	723	1030	73	15	CA	San_Diego	San_Diego
Hispanic	724	456	40	15	CA	San_Diego	San_Diego
Hispanic	725	259	12	2	CA	San_Diego	San_Diego
Hispanic	811	111	10	3	CA	San_Diego	San_Diego
Hispanic	812	8	0	0	CA	San_Diego	San_Diego
Hispanic	813	416	48	22	CA	San_Diego	San_Diego
Hispanic	814	28	1	1	CA	San_Diego	San_Diego
Hispanic	821	169	11	5	CA	San_Diego	San_Diego
Hispanic	822	121	17	7	CA	San_Diego	San_Diego
Hispanic	824	167	25	10	CA	San_Diego	San_Diego
Hispanic	825	98	5	5	CA	San_Diego	San_Diego
Hispanic	827	52	13	5	CA	San_Diego	San_Diego
Hispanic	829	1	0	0	CA	San_Diego	San_Diego
Hispanic	831	320	69	26	CA	San_Diego	San_Diego
Hispanic	832	316	66	17	CA	San_Diego	San_Diego
Hispanic	833	135	17	10	CA	San_Diego	San_Diego
Hispanic	834	220	25	10	CA	San_Diego	San_Diego
Hispanic	835	71	12	5	CA	San_Diego	San_Diego
Hispanic	836	50	8	0	CA	San_Diego	San_Diego
Hispanic	837	46	5	1	CA	San_Diego	San_Diego
Hispanic	838	238	65	28	CA	San_Diego	San_Diego
Hispanic	839	68	15	4	CA	San_Diego	San_Diego
Hispanic	841	7	1	0	CA	San_Diego	San_Diego
Hispanic	931	253	13	2	CA	San_Diego	San_Diego
Hispanic	932	14	3	2	CA	San_Diego	San_Diego
Hispanic	933	93	7	1	CA	San_Diego	San_Diego
Hispanic	934	213	14	2	CA	San_Diego	San_Diego
Hispanic	935	25	4	0	CA	San_Diego	San_Diego
Hispanic	936	8	3	0	CA	San_Diego	San_Diego
Hispanic	937	55	2	0	CA	San_Diego	San_Diego
Hispanic	999	1116	57	15	CA	San_Diego	San_Diego
White	111	578	54	16	CA	San_Diego	San_Diego
White	112	289	25	8	CA	San_Diego	San_Diego
White	113	245	22	9	CA	San_Diego	San_Diego
White	114	541	48	11	CA	San_Diego	San_Diego
White	115	545	20	10	CA	San_Diego	San_Diego
White	116	916	59	19	CA	San_Diego	San_Diego
White	121	1181	39	10	CA	San_Diego	San_Diego
White	122	2798	158	44	CA	San_Diego	San_Diego
White	123	457	41	15	CA	San_Diego	San_Diego
White	124	627	15	3	CA	San_Diego	San_Diego
White	125	20	0	0	CA	San_Diego	San_Diego
White	126	23	2	1	CA	San_Diego	San_Diego
White	231	286	7	2	CA	San_Diego	San_Diego
White	232	308	0	0	CA	San_Diego	San_Diego
White	233	152	6	0	CA	San_Diego	San_Diego
White	234	444	3	1	CA	San_Diego	San_Diego
White	235	13	1	1	CA	San_Diego	San_Diego
White	241	88	2	0	CA	San_Diego	San_Diego
White	242	568	12	8	CA	San_Diego	San_Diego
White	243	161	4	2	CA	San_Diego	San_Diego
White	245	5	0	0	CA	San_Diego	San_Diego
White	246	39	0	0	CA	San_Diego	San_Diego
White	311	435	26	9	CA	San_Diego	San_Diego
White	312	117	4	0	CA	San_Diego	San_Diego
White	313	1390	25	13	CA	San_Diego	San_Diego
White	314	31	1	1	CA	San_Diego	San_Diego
White	315	744	86	33	CA	San_Diego	San_Diego
White	316	39	0	0	CA	San_Diego	San_Diego
White	321	309	21	8	CA	San_Diego	San_Diego
White	322	157	4	1	CA	San_Diego	San_Diego
White	323	65	3	2	CA	San_Diego	San_Diego
White	324	161	4	0	CA	San_Diego	San_Diego
White	325	77	3	2	CA	San_Diego	San_Diego
White	326	152	7	3	CA	San_Diego	San_Diego
White	327	103	6	1	CA	San_Diego	San_Diego
White	431	59	3	0	CA	San_Diego	San_Diego
White	432	56	14	6	CA	San_Diego	San_Diego
White	433	62	5	2	CA	San_Diego	San_Diego
White	434	58	8	3	CA	San_Diego	San_Diego
White	435	2	0	0	CA	San_Diego	San_Diego
White	436	56	6	2	CA	San_Diego	San_Diego
White	437	83	6	2	CA	San_Diego	San_Diego
White	438	25	1	0	CA	San_Diego	San_Diego
White	439	9	0	0	CA	San_Diego	San_Diego
White	441	99	21	3	CA	San_Diego	San_Diego
White	442	56	10	3	CA	San_Diego	San_Diego
White	443	29	11	3	CA	San_Diego	San_Diego
White	444	38	4	0	CA	San_Diego	San_Diego
White	445	29	1	0	CA	San_Diego	San_Diego
White	446	90	10	3	CA	San_Diego	San_Diego
White	447	50	16	5	CA	San_Diego	San_Diego
White	451	56	7	1	CA	San_Diego	San_Diego
White	452	44	6	0	CA	San_Diego	San_Diego
White	511	200	17	4	CA	San_Diego	San_Diego
White	512	232	31	10	CA	San_Diego	San_Diego
White	514	120	15	7	CA	San_Diego	San_Diego
White	515	54	8	1	CA	San_Diego	San_Diego
White	516	53	8	5	CA	San_Diego	San_Diego
White	517	125	12	6	CA	San_Diego	San_Diego
White	518	44	2	0	CA	San_Diego	San_Diego
White	521	1100	118	36	CA	San_Diego	San_Diego
White	522	151	2	1	CA	San_Diego	San_Diego
White	523	724	11	4	CA	San_Diego	San_Diego
White	524	1070	27	7	CA	San_Diego	San_Diego
White	525	118	3	2	CA	San_Diego	San_Diego
White	526	256	6	1	CA	San_Diego	San_Diego
White	527	35	0	0	CA	San_Diego	San_Diego
White	528	83	2	2	CA	San_Diego	San_Diego
White	529	222	13	4	CA	San_Diego	San_Diego
White	531	125	5	3	CA	San_Diego	San_Diego
White	541	37	7	1	CA	San_Diego	San_Diego
White	611	1067	178	61	CA	San_Diego	San_Diego
White	612	51	2	1	CA	San_Diego	San_Diego
White	613	379	37	16	CA	San_Diego	San_Diego
White	614	568	76	26	CA	San_Diego	San_Diego
White	615	158	9	2	CA	San_Diego	San_Diego
White	617	9	0	0	CA	San_Diego	San_Diego
White	618	25	4	0	CA	San_Diego	San_Diego
White	621	342	24	4	CA	San_Diego	San_Diego
White	622	145	22	5	CA	San_Diego	San_Diego
White	623	219	42	18	CA	San_Diego	San_Diego
White	624	127	9	9	CA	San_Diego	San_Diego
White	625	154	30	14	CA	San_Diego	San_Diego
White	626	110	4	2	CA	San_Diego	San_Diego
White	627	729	37	8	CA	San_Diego	San_Diego
White	628	46	8	2	CA	San_Diego	San_Diego
White	711	15	1	0	CA	San_Diego	San_Diego
White	712	404	9	4	CA	San_Diego	San_Diego
White	713	330	3	0	CA	San_Diego	San_Diego
White	714	72	0	0	CA	San_Diego	San_Diego
White	721	167	22	4	CA	San_Diego	San_Diego
White	722	139	15	2	CA	San_Diego	San_Diego
White	723	180	13	2	CA	San_Diego	San_Diego
White	724	82	10	2	CA	San_Diego	San_Diego
White	725	86	3	0	CA	San_Diego	San_Diego
White	811	99	8	2	CA	San_Diego	San_Diego
White	812	12	0	0	CA	San_Diego	San_Diego
White	813	570	37	10	CA	San_Diego	San_Diego
White	814	91	4	1	CA	San_Diego	San_Diego
White	821	442	16	10	CA	San_Diego	San_Diego
White	822	78	14	5	CA	San_Diego	San_Diego
White	824	119	10	9	CA	San_Diego	San_Diego
White	825	104	5	3	CA	San_Diego	San_Diego
White	826	115	27	16	CA	San_Diego	San_Diego
White	827	12	1	0	CA	San_Diego	San_Diego
White	828	16	2	2	CA	San_Diego	San_Diego
White	831	117	23	9	CA	San_Diego	San_Diego
White	832	109	16	12	CA	San_Diego	San_Diego
White	833	40	7	2	CA	San_Diego	San_Diego
White	834	84	11	3	CA	San_Diego	San_Diego
White	835	30	4	1	CA	San_Diego	San_Diego
White	836	17	7	0	CA	San_Diego	San_Diego
White	837	16	7	3	CA	San_Diego	San_Diego
White	838	95	18	7	CA	San_Diego	San_Diego
White	839	23	4	0	CA	San_Diego	San_Diego
White	931	472	9	4	CA	San_Diego	San_Diego
White	932	33	5	2	CA	San_Diego	San_Diego
White	933	328	15	5	CA	San_Diego	San_Diego
White	934	801	36	16	CA	San_Diego	San_Diego
White	935	96	4	1	CA	San_Diego	San_Diego
White	936	21	0	0	CA	San_Diego	San_Diego
White	937	144	3	3	CA	San_Diego	San_Diego
White	999	1086	32	8	CA	San_Diego	San_Diego
