location_variable	driver_race	num_stops	num_searches	num_hits	state	city	county
441	White	99	21.0	3.0	CA	San_Diego	San_Diego
442	Asian	12	2.0	0	CA	San_Diego	San_Diego
442	Black	110	22.0	5.0	CA	San_Diego	San_Diego
442	Hispanic	392	66.0	15.0	CA	San_Diego	San_Diego
442	Middle Eastern or South Asian	5	1.0	1.0	CA	San_Diego	San_Diego
442	Native American	2	0	0	CA	San_Diego	San_Diego
442	Pacific Islander	6	2.0	0	CA	San_Diego	San_Diego
442	White	56	10.0	3.0	CA	San_Diego	San_Diego
443	Asian	8	2.0	1.0	CA	San_Diego	San_Diego
443	Black	52	20.0	5.0	CA	San_Diego	San_Diego
443	Hispanic	134	40.0	6.0	CA	San_Diego	San_Diego
443	Middle Eastern or South Asian	6	2.0	0	CA	San_Diego	San_Diego
443	Pacific Islander	3	1.0	0	CA	San_Diego	San_Diego
443	White	29	11.0	3.0	CA	San_Diego	San_Diego
444	Asian	17	2.0	0	CA	San_Diego	San_Diego
444	Black	106	18.0	6.0	CA	San_Diego	San_Diego
444	Hispanic	147	22.0	1.0	CA	San_Diego	San_Diego
444	Middle Eastern or South Asian	2	0	0	CA	San_Diego	San_Diego
444	Pacific Islander	4	1.0	1.0	CA	San_Diego	San_Diego
444	White	38	4.0	0	CA	San_Diego	San_Diego
445	Asian	7	3.0	0	CA	San_Diego	San_Diego
445	Black	99	19.0	5.0	CA	San_Diego	San_Diego
445	Hispanic	125	22.0	3.0	CA	San_Diego	San_Diego
445	Middle Eastern or South Asian	1	0	0	CA	San_Diego	San_Diego
445	Pacific Islander	5	1.0	0	CA	San_Diego	San_Diego
445	White	29	1.0	0	CA	San_Diego	San_Diego
446	Asian	36	2.0	0	CA	San_Diego	San_Diego
446	Black	610	153.0	24.0	CA	San_Diego	San_Diego
446	Hispanic	364	59.0	16.0	CA	San_Diego	San_Diego
446	Middle Eastern or South Asian	6	0	0	CA	San_Diego	San_Diego
446	Native American	1	0	0	CA	San_Diego	San_Diego
446	Pacific Islander	17	1.0	1.0	CA	San_Diego	San_Diego
446	White	90	10.0	3.0	CA	San_Diego	San_Diego
447	Asian	18	4.0	1.0	CA	San_Diego	San_Diego
447	Black	155	30.0	10.0	CA	San_Diego	San_Diego
447	Hispanic	129	22.0	9.0	CA	San_Diego	San_Diego
447	Middle Eastern or South Asian	6	0	0	CA	San_Diego	San_Diego
447	Pacific Islander	2	0	0	CA	San_Diego	San_Diego
447	White	50	16.0	5.0	CA	San_Diego	San_Diego
451	Asian	46	3.0	1.0	CA	San_Diego	San_Diego
451	Black	155	23.0	6.0	CA	San_Diego	San_Diego
451	Hispanic	119	14.0	0	CA	San_Diego	San_Diego
451	Middle Eastern or South Asian	9	0	0	CA	San_Diego	San_Diego
451	Pacific Islander	2	2.0	0	CA	San_Diego	San_Diego
451	White	56	7.0	1.0	CA	San_Diego	San_Diego
452	Asian	18	2.0	1.0	CA	San_Diego	San_Diego
452	Black	95	18.0	1.0	CA	San_Diego	San_Diego
452	Hispanic	62	9.0	4.0	CA	San_Diego	San_Diego
452	Middle Eastern or South Asian	3	0	0	CA	San_Diego	San_Diego
452	Pacific Islander	7	0	0	CA	San_Diego	San_Diego
452	White	44	6.0	0	CA	San_Diego	San_Diego
511	Asian	29	3.0	0	CA	San_Diego	San_Diego
511	Black	245	51.0	14.0	CA	San_Diego	San_Diego
511	Hispanic	750	120.0	17.0	CA	San_Diego	San_Diego
511	Middle Eastern or South Asian	24	4.0	0	CA	San_Diego	San_Diego
511	Native American	3	0	0	CA	San_Diego	San_Diego
511	Pacific Islander	7	0	0	CA	San_Diego	San_Diego
511	White	200	17.0	4.0	CA	San_Diego	San_Diego
512	Asian	18	4.0	1.0	CA	San_Diego	San_Diego
512	Black	290	53.0	14.0	CA	San_Diego	San_Diego
512	Hispanic	887	154.0	36.0	CA	San_Diego	San_Diego
512	Middle Eastern or South Asian	19	2.0	0	CA	San_Diego	San_Diego
512	Native American	3	0	0	CA	San_Diego	San_Diego
512	Pacific Islander	5	1.0	0	CA	San_Diego	San_Diego
512	White	232	31.0	10.0	CA	San_Diego	San_Diego
514	Asian	14	3.0	0	CA	San_Diego	San_Diego
514	Black	79	13.0	6.0	CA	San_Diego	San_Diego
514	Hispanic	239	37.0	9.0	CA	San_Diego	San_Diego
514	Middle Eastern or South Asian	12	0	0	CA	San_Diego	San_Diego
514	Native American	1	0	0	CA	San_Diego	San_Diego
514	Pacific Islander	3	0	0	CA	San_Diego	San_Diego
514	White	120	15.0	7.0	CA	San_Diego	San_Diego
515	Asian	2	0	0	CA	San_Diego	San_Diego
515	Black	51	9.0	3.0	CA	San_Diego	San_Diego
515	Hispanic	170	24.0	11.0	CA	San_Diego	San_Diego
515	Middle Eastern or South Asian	9	1.0	1.0	CA	San_Diego	San_Diego
515	Pacific Islander	2	1.0	0	CA	San_Diego	San_Diego
515	White	54	8.0	1.0	CA	San_Diego	San_Diego
516	Asian	3	1.0	0	CA	San_Diego	San_Diego
516	Black	46	9.0	2.0	CA	San_Diego	San_Diego
516	Hispanic	147	33.0	11.0	CA	San_Diego	San_Diego
516	Middle Eastern or South Asian	3	0	0	CA	San_Diego	San_Diego
516	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
516	White	53	8.0	5.0	CA	San_Diego	San_Diego
517	Asian	4	0	0	CA	San_Diego	San_Diego
517	Black	49	10.0	1.0	CA	San_Diego	San_Diego
517	Hispanic	122	15.0	7.0	CA	San_Diego	San_Diego
517	Middle Eastern or South Asian	14	0	0	CA	San_Diego	San_Diego
517	Native American	1	0	0	CA	San_Diego	San_Diego
517	Pacific Islander	2	0	0	CA	San_Diego	San_Diego
517	White	125	12.0	6.0	CA	San_Diego	San_Diego
518	Asian	1	0	0	CA	San_Diego	San_Diego
518	Black	12	1.0	1.0	CA	San_Diego	San_Diego
518	Hispanic	39	6.0	1.0	CA	San_Diego	San_Diego
518	Middle Eastern or South Asian	5	0	0	CA	San_Diego	San_Diego
518	White	44	2.0	0	CA	San_Diego	San_Diego
521	Asian	96	1.0	0	CA	San_Diego	San_Diego
521	Black	814	158.0	50.0	CA	San_Diego	San_Diego
521	Hispanic	868	117.0	36.0	CA	San_Diego	San_Diego
521	Middle Eastern or South Asian	117	4.0	2.0	CA	San_Diego	San_Diego
521	Native American	3	0	0	CA	San_Diego	San_Diego
521	Pacific Islander	25	3.0	1.0	CA	San_Diego	San_Diego
521	White	1100	118.0	36.0	CA	San_Diego	San_Diego
522	Asian	18	0	0	CA	San_Diego	San_Diego
522	Black	32	4.0	3.0	CA	San_Diego	San_Diego
522	Hispanic	68	7.0	3.0	CA	San_Diego	San_Diego
522	Middle Eastern or South Asian	14	1.0	0	CA	San_Diego	San_Diego
522	Native American	1	0	0	CA	San_Diego	San_Diego
522	Pacific Islander	3	1.0	1.0	CA	San_Diego	San_Diego
522	White	151	2.0	1.0	CA	San_Diego	San_Diego
523	Asian	65	1.0	0	CA	San_Diego	San_Diego
523	Black	282	32.0	7.0	CA	San_Diego	San_Diego
523	Hispanic	334	17.0	3.0	CA	San_Diego	San_Diego
523	Middle Eastern or South Asian	149	4.0	1.0	CA	San_Diego	San_Diego
523	Native American	3	0	0	CA	San_Diego	San_Diego
523	Pacific Islander	14	1.0	0	CA	San_Diego	San_Diego
523	White	724	11.0	4.0	CA	San_Diego	San_Diego
524	Asian	94	1.0	0	CA	San_Diego	San_Diego
524	Black	225	17.0	4.0	CA	San_Diego	San_Diego
524	Hispanic	477	16.0	5.0	CA	San_Diego	San_Diego
524	Middle Eastern or South Asian	127	2.0	0	CA	San_Diego	San_Diego
524	Native American	5	0	0	CA	San_Diego	San_Diego
524	Pacific Islander	20	0	0	CA	San_Diego	San_Diego
524	White	1070	27.0	7.0	CA	San_Diego	San_Diego
525	Asian	17	0	0	CA	San_Diego	San_Diego
525	Black	42	1.0	0	CA	San_Diego	San_Diego
525	Hispanic	63	1.0	0	CA	San_Diego	San_Diego
525	Middle Eastern or South Asian	14	1.0	0	CA	San_Diego	San_Diego
525	White	118	3.0	2.0	CA	San_Diego	San_Diego
526	Asian	20	1.0	1.0	CA	San_Diego	San_Diego
526	Black	30	3.0	2.0	CA	San_Diego	San_Diego
526	Hispanic	115	5.0	1.0	CA	San_Diego	San_Diego
526	Middle Eastern or South Asian	30	0	0	CA	San_Diego	San_Diego
526	Native American	2	0	0	CA	San_Diego	San_Diego
526	Pacific Islander	7	0	0	CA	San_Diego	San_Diego
526	White	256	6.0	1.0	CA	San_Diego	San_Diego
527	Asian	5	0	0	CA	San_Diego	San_Diego
527	Black	4	0	0	CA	San_Diego	San_Diego
527	Hispanic	20	2.0	1.0	CA	San_Diego	San_Diego
527	Middle Eastern or South Asian	3	0	0	CA	San_Diego	San_Diego
527	Pacific Islander	2	0	0	CA	San_Diego	San_Diego
527	White	35	0	0	CA	San_Diego	San_Diego
528	Asian	10	0	0	CA	San_Diego	San_Diego
528	Black	16	1.0	0	CA	San_Diego	San_Diego
528	Hispanic	27	2.0	2.0	CA	San_Diego	San_Diego
528	Middle Eastern or South Asian	9	0	0	CA	San_Diego	San_Diego
528	Pacific Islander	2	1.0	1.0	CA	San_Diego	San_Diego
528	White	83	2.0	2.0	CA	San_Diego	San_Diego
529	Asian	32	1.0	0	CA	San_Diego	San_Diego
529	Black	31	3.0	2.0	CA	San_Diego	San_Diego
529	Hispanic	136	1.0	0	CA	San_Diego	San_Diego
529	Middle Eastern or South Asian	18	0	0	CA	San_Diego	San_Diego
529	Pacific Islander	7	0	0	CA	San_Diego	San_Diego
529	White	222	13.0	4.0	CA	San_Diego	San_Diego
531	Asian	14	0	0	CA	San_Diego	San_Diego
531	Black	40	5.0	4.0	CA	San_Diego	San_Diego
531	Hispanic	57	5.0	4.0	CA	San_Diego	San_Diego
531	Middle Eastern or South Asian	14	0	0	CA	San_Diego	San_Diego
531	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
531	White	125	5.0	3.0	CA	San_Diego	San_Diego
541	Asian	5	0	0	CA	San_Diego	San_Diego
541	Black	24	7.0	1.0	CA	San_Diego	San_Diego
541	Hispanic	23	4.0	3.0	CA	San_Diego	San_Diego
541	Middle Eastern or South Asian	4	0	0	CA	San_Diego	San_Diego
541	Native American	1	0	0	CA	San_Diego	San_Diego
541	White	37	7.0	1.0	CA	San_Diego	San_Diego
611	Asian	52	2.0	1.0	CA	San_Diego	San_Diego
611	Black	302	85.0	24.0	CA	San_Diego	San_Diego
611	Hispanic	422	66.0	29.0	CA	San_Diego	San_Diego
611	Middle Eastern or South Asian	46	1.0	0	CA	San_Diego	San_Diego
611	Native American	4	2.0	1.0	CA	San_Diego	San_Diego
611	Pacific Islander	16	3.0	1.0	CA	San_Diego	San_Diego
611	White	1067	178.0	61.0	CA	San_Diego	San_Diego
612	Asian	2	0	0	CA	San_Diego	San_Diego
612	Black	9	1.0	1.0	CA	San_Diego	San_Diego
